review_order,question_id,job_id,concept_key,content_id,core_content_code,domain,topic_group,topic,title,source_label,batch_id,original_ordinal,is_paramedic_next_action_pilot,intended_pool_state
177,EMS2026-1-3-4-3-03,JOB-1-3-4-3-03,JOB-1-3-4-3-03,1.3.4.3,1.3.4.3,MEDICAL OVERSIGHT OF EMS,,Disordered sleep and work schedule,Sleepiness Scale Interpretation,legacy_locked_priority_superset_100,legacy_locked_priority_superset_100,98,False,voting
178,EMS2026-3-2-3-1-08,JOB-3-2-3-1-08,JOB-3-2-3-1-08,3.2.3.1,3.2.3.1,QUALITY MANAGEMENT AND RESEARCH,,Hypothesis testing,Confidence Interval Interpretation,legacy_locked_priority_superset_100,legacy_locked_priority_superset_100,99,False,voting
179,EMS2026-2-1-3-3-3-05,JOB-2-1-3-3-3-05,JOB-2-1-3-3-3-05,2.1.3.3.3,2.1.3.3.3,CLINICAL ASPECTS OF EMS MEDICINE,,Placement of intraosseous lines (adult and pediatric),Intraosseous Infusion Flow,legacy_locked_priority_superset_100,legacy_locked_priority_superset_100,100,False,voting
180,EMS2026-2-3-11-1-3-02,JOB-2-3-11-1-3-02,JOB-2-3-11-1-3-02,2.3.11.1.3,2.3.11.1.3,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,"Airborne (e.g., measles, COVID-19, varicella, tuberculosis)",Tuberculosis Airborne Precautions,paramedic_next_action_50,20260706_paramedic_next_action_50,30,True,voting
181,EMS2026-2-1-1-2-06,JOB-2-1-1-2-06,JOB-2-1-1-2-06,2.1.1.2,2.1.1.2,CLINICAL ASPECTS OF EMS MEDICINE,,Transport decisions,Refractory Arrest Transport Capability,second50_qi_review,20260705_second50_qi_review,51,False,voting
182,EMS2026-2-3-13-2-1-02,JOB-2-3-13-2-1-02,JOB-2-3-13-2-1-02,2.3.13.2.1,2.3.13.2.1,CLINICAL ASPECTS OF EMS MEDICINE,,Exertional heat stroke,Heat Exhaustion Versus Heat Stroke,second50_qi_review,20260705_second50_qi_review,52,False,voting
183,EMS2026-2-1-1-4-04,JOB-2-1-1-4-04,JOB-2-1-1-4-04,2.1.1.4,2.1.1.4,CLINICAL ASPECTS OF EMS MEDICINE,,Termination of resuscitation in the field,TOR Family Acceptability,second50_qi_review,20260705_second50_qi_review,53,False,voting
184,EMS2026-2-1-1-6-03,JOB-2-1-1-6-03,JOB-2-1-1-6-03,2.1.1.6,2.1.1.6,CLINICAL ASPECTS OF EMS MEDICINE,,Withholding resuscitation (including determination of death and applying advanced directives),POLST As Actionable Orders,second50_qi_review,20260705_second50_qi_review,54,False,voting
185,EMS2026-2-3-1-2-05,JOB-2-3-1-2-05,JOB-2-3-1-2-05,2.3.1.2,2.3.1.2,CLINICAL ASPECTS OF EMS MEDICINE,,Use of capnometry and capnography waveforms in diagnosis and management,Capnography For Ventilation Monitoring,second50_qi_review,20260705_second50_qi_review,55,False,voting
186,EMS2026-2-3-11-5-4-4-01,JOB-2-3-11-5-4-4-01,JOB-2-3-11-5-4-4-01,2.3.11.5.4.4,2.3.11.5.4.4,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Alerting public health/receiving facility,Early Infectious-Disease Notification,paramedic_next_action_50,20260706_paramedic_next_action_50,31,True,voting
187,EMS2026-2-3-2-6-1-03,JOB-2-3-2-6-1-03,JOB-2-3-2-6-1-03,2.3.2.6.1,2.3.2.6.1,CLINICAL ASPECTS OF EMS MEDICINE,,Intra-aortic balloon pump management,IABP Transport Precheck,second50_qi_review,20260705_second50_qi_review,56,False,voting
188,EMS2026-1-1-1-2-3-06,JOB-1-1-1-2-3-06,JOB-1-1-1-2-3-06,1.1.1.2.3,1.1.1.2.3,MEDICAL OVERSIGHT OF EMS,,Determination of medical necessity in the field,Provider-Initiated Nontransport Oversight,second50_qi_review,20260705_second50_qi_review,57,False,voting
189,EMS2026-2-3-7-3-4-02,JOB-2-3-7-3-4-02,JOB-2-3-7-3-4-02,2.3.7.3.4,2.3.7.3.4,CLINICAL ASPECTS OF EMS MEDICINE,,Post-partum hemorrhage,Uterine Atony Recognition,second50_qi_review,20260705_second50_qi_review,58,False,voting
190,EMS2026-4-7-6-2-06,JOB-4-7-6-2-06,JOB-4-7-6-2-06,4.7.6.2,4.7.6.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Patient care navigation,In-Home MIH With Transport Backup,second50_qi_review,20260705_second50_qi_review,59,False,voting
191,EMS2026-1-4-4-1-03,JOB-1-4-4-1-03,JOB-1-4-4-1-03,1.4.4.1,1.4.4.1,MEDICAL OVERSIGHT OF EMS,,Specialty hospital designations and patient transport,Certified Stroke Center With Operational Lapses,second50_qi_review,20260705_second50_qi_review,60,False,voting
192,EMS2026-2-3-12-1-1-02,JOB-2-3-12-1-1-02,JOB-2-3-12-1-1-02,2.3.12.1.1,2.3.12.1.1,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Mood disorders,Direct Suicide Risk Questions,paramedic_next_action_50,20260706_paramedic_next_action_50,32,True,voting
193,EMS2026-2-2-3-1-01,JOB-2-2-3-1-01,JOB-2-2-3-1-01,2.2.3.1,2.2.3.1,CLINICAL ASPECTS OF EMS MEDICINE,,Spinal motion restriction,Spinal Motion Restriction Indication,second50_qi_review,20260705_second50_qi_review,61,False,voting
194,EMS2026-2-3-11-6-2-01,JOB-2-3-11-6-2-01,JOB-2-3-11-6-2-01,2.3.11.6.2,2.3.11.6.2,CLINICAL ASPECTS OF EMS MEDICINE,,Infection control liaison between hospital and EMS agency,Ryan White Infection Control Structure,second50_qi_review,20260705_second50_qi_review,62,False,voting
195,EMS2026-1-5-1-10,JOB-1-5-1-10,JOB-1-5-1-10,1.5.1,1.5.1,MEDICAL OVERSIGHT OF EMS,,Public information and interacting with the media,Patient Condition Language,second50_qi_review,20260705_second50_qi_review,63,False,voting
196,EMS2026-2-3-13-3-1-04,JOB-2-3-13-3-1-04,JOB-2-3-13-3-1-04,2.3.13.3.1,2.3.13.3.1,CLINICAL ASPECTS OF EMS MEDICINE,,Protection from high altitude injury,High-Altitude Cerebral Edema Temporizing Medication,second50_qi_review,20260705_second50_qi_review,64,False,voting
197,EMS2026-1-3-7-04,JOB-1-3-7-04,JOB-1-3-7-04,1.3.7,1.3.7,MEDICAL OVERSIGHT OF EMS,,Diverse and Inclusive Workforce,Workforce Equity Intervention Package,second50_qi_review,20260705_second50_qi_review,65,False,voting
198,EMS2026-2-3-12-1-3-02,JOB-2-3-12-1-3-02,JOB-2-3-12-1-3-02,2.3.12.1.3,2.3.12.1.3,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,"Anxiety, panic disorder, hyperventilation syndrome",Panic Mimic Assessment,paramedic_next_action_50,20260706_paramedic_next_action_50,33,True,voting
199,EMS2026-4-6-2-2-04,JOB-4-6-2-2-04,JOB-4-6-2-2-04,4.6.2.2,4.6.2.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Advanced wound care,Impaled Object During Wilderness Evacuation,second50_qi_review,20260705_second50_qi_review,66,False,voting
200,EMS2026-4-4-5-2-03,JOB-4-4-5-2-03,JOB-4-4-5-2-03,4.4.5.2,4.4.5.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Sensory-deprived or sensory-overload physical assessment,Airway Care Without Light,second50_qi_review,20260705_second50_qi_review,67,False,voting
201,EMS2026-1-1-1-2-3-01,JOB-1-1-1-2-3-01,JOB-1-1-1-2-3-01,1.1.1.2.3,1.1.1.2.3,MEDICAL OVERSIGHT OF EMS,,Determination of medical necessity in the field,Ambulance Medical Necessity,second50_qi_review,20260705_second50_qi_review,68,False,voting
202,EMS2026-1-2-2-4-04,JOB-1-2-2-4-04,JOB-1-2-2-4-04,1.2.2.4,1.2.2.4,MEDICAL OVERSIGHT OF EMS,,Mutual aid response,EMAC Mutual Aid Function,second50_qi_review,20260705_second50_qi_review,69,False,voting
203,EMS2026-1-3-6-10,JOB-1-3-6-10,JOB-1-3-6-10,1.3.6,1.3.6,MEDICAL OVERSIGHT OF EMS,,Recruitment and Retention,Retention Beyond Pay,second50_qi_review,20260705_second50_qi_review,70,False,voting
204,EMS2026-2-3-12-2-03,JOB-2-3-12-2-03,JOB-2-3-12-2-03,2.3.12.2,2.3.12.2,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Suicidal ideation,Weapon Risk In Suicidal Patient,paramedic_next_action_50,20260706_paramedic_next_action_50,34,True,voting
205,EMS2026-1-2-5-4-05,JOB-1-2-5-4-05,JOB-1-2-5-4-05,1.2.5.4,1.2.5.4,MEDICAL OVERSIGHT OF EMS,,Wilderness EMS,Wilderness Protocol Difference,second50_qi_review,20260705_second50_qi_review,71,False,voting
206,EMS2026-1-1-1-1-1-07,JOB-1-1-1-1-1-07,JOB-1-1-1-1-1-07,1.1.1.1.1,1.1.1.1.1,MEDICAL OVERSIGHT OF EMS,,Provision of direct patient care,Physician Field Care Feedback Loop,second50_qi_review,20260705_second50_qi_review,72,False,voting
207,EMS2026-2-1-2-2-6-01,JOB-2-1-2-2-6-01,JOB-2-1-2-2-6-01,2.1.2.2.6,2.1.2.2.6,CLINICAL ASPECTS OF EMS MEDICINE,,Supraglottic/extraglottic airways,Supraglottic Airway System Role,second50_qi_review,20260705_second50_qi_review,73,False,voting
208,EMS2026-2-2-5-1-3-04,JOB-2-2-5-1-3-04,JOB-2-2-5-1-3-04,2.2.5.1.3,2.2.5.1.3,CLINICAL ASPECTS OF EMS MEDICINE,,Application of traction devices,Femoral Shaft Fracture Splint Choice,second50_qi_review,20260705_second50_qi_review,74,False,voting
209,EMS2026-2-3-11-6-1-05,JOB-2-3-11-6-1-05,JOB-2-3-11-6-1-05,2.3.11.6.1,2.3.11.6.1,CLINICAL ASPECTS OF EMS MEDICINE,,"Health monitoring, post-exposure prophylaxis, and testing",Tuberculosis Postexposure Testing Window,second50_qi_review,20260705_second50_qi_review,75,False,voting
210,EMS2026-2-3-12-3-4-02,JOB-2-3-12-3-4-02,JOB-2-3-12-3-4-02,2.3.12.3.4,2.3.12.3.4,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Delirium with agitated behavior,Agitated Delirium As Medical Emergency,paramedic_next_action_50,20260706_paramedic_next_action_50,35,True,voting
211,EMS2026-4-1-5-5-02,JOB-4-1-5-5-02,JOB-4-1-5-5-02,4.1.5.5,4.1.5.5,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,State and federal assets,Strategic Caches And Stockpiles,second50_qi_review,20260705_second50_qi_review,76,False,voting
212,EMS2026-4-1-7-1-01,JOB-4-1-7-1-01,JOB-4-1-7-1-01,4.1.7.1,4.1.7.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Triage,When MCI Triage Is Needed,second50_qi_review,20260705_second50_qi_review,77,False,voting
213,EMS2026-1-1-2-3-03,JOB-1-1-2-3-03,JOB-1-1-2-3-03,1.1.2.3,1.1.2.3,MEDICAL OVERSIGHT OF EMS,,Determination and/or pronouncement of death,NAEMSP TOR Protocol Support,second50_qi_review,20260705_second50_qi_review,78,False,voting
214,EMS2026-2-1-1-2-02,JOB-2-1-1-2-02,JOB-2-1-1-2-02,2.1.1.2,2.1.1.2,CLINICAL ASPECTS OF EMS MEDICINE,,Transport decisions,Exceptional CPR Transport,second50_qi_review,20260705_second50_qi_review,79,False,voting
215,EMS2026-1-5-2-10,JOB-1-5-2-10,JOB-1-5-2-10,1.5.2,1.5.2,MEDICAL OVERSIGHT OF EMS,,Crisis communication,Special Event Communications Matrix,second50_qi_review,20260705_second50_qi_review,80,False,voting
216,EMS2026-2-3-13-1-1-02,JOB-2-3-13-1-1-02,JOB-2-3-13-1-1-02,2.3.13.1.1,2.3.13.1.1,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Hypothermia,Urban Hypothermia Assessment,paramedic_next_action_50,20260706_paramedic_next_action_50,36,True,voting
217,EMS2026-2-2-5-1-3-05,JOB-2-2-5-1-3-05,JOB-2-2-5-1-3-05,2.2.5.1.3,2.2.5.1.3,CLINICAL ASPECTS OF EMS MEDICINE,,Application of traction devices,Femoral Fracture Protocol Update,second50_qi_review,20260705_second50_qi_review,81,False,voting
218,EMS2026-4-7-2-06,JOB-4-7-2-06,JOB-4-7-2-06,4.7.2,4.7.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Expanded role/scope of practice,MIH Heart-Failure Education Need,second50_qi_review,20260705_second50_qi_review,82,False,voting
219,EMS2026-1-5-4-04,JOB-1-5-4-04,JOB-1-5-4-04,1.5.4,1.5.4,MEDICAL OVERSIGHT OF EMS,,Communication lifecycle,PSAP Quality Beyond Answer Time,second50_qi_review,20260705_second50_qi_review,83,False,voting
220,EMS2026-2-1-2-1-3-04,JOB-2-1-2-1-3-04,JOB-2-1-2-1-3-04,2.1.2.1.3,2.1.2.1.3,CLINICAL ASPECTS OF EMS MEDICINE,,Bag-valve-mask ventilation,BVM Complication And Cricoid Pressure,second50_qi_review,20260705_second50_qi_review,84,False,voting
221,EMS2026-4-7-5-03,JOB-4-7-5-03,JOB-4-7-5-03,4.7.5,4.7.5,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,"Personnel education, certification, and credentialing",MIH Competency Evaluation,second50_qi_review,20260705_second50_qi_review,85,False,voting
222,EMS2026-2-3-13-1-3-02,JOB-2-3-13-1-3-02,JOB-2-3-13-1-3-02,2.3.13.1.3,2.3.13.1.3,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Protection from injury vs. re-warming,Gentle Handling In Moderate Hypothermia,paramedic_next_action_50,20260706_paramedic_next_action_50,37,True,voting
223,EMS2026-2-3-8-4-05,JOB-2-3-8-4-05,JOB-2-3-8-4-05,2.3.8.4,2.3.8.4,CLINICAL ASPECTS OF EMS MEDICINE,,Caustic substance ingestion (including airway management),Caustic Ingestion Oral Exam Trap,second50_qi_review,20260705_second50_qi_review,86,False,voting
224,EMS2026-1-1-1-2-1-06,JOB-1-1-1-2-1-06,JOB-1-1-1-2-1-06,1.1.1.2.1,1.1.1.2.1,MEDICAL OVERSIGHT OF EMS,,Development of medical protocols,Protocol Rollout Quality Loop,second50_qi_review,20260705_second50_qi_review,87,False,voting
225,EMS2026-3-2-1-5-03,JOB-3-2-1-5-03,JOB-3-2-1-5-03,3.2.1.5,3.2.1.5,QUALITY MANAGEMENT AND RESEARCH,,Human subjects research and vulnerable populations,EFIC Eligibility Boundary,second50_qi_review,20260705_second50_qi_review,88,False,voting
226,EMS2026-1-1-2-3-06,JOB-1-1-2-3-06,JOB-1-1-2-3-06,1.1.2.3,1.1.2.3,MEDICAL OVERSIGHT OF EMS,,Determination and/or pronouncement of death,POLST Across Settings,second50_qi_review,20260705_second50_qi_review,89,False,voting
227,EMS2026-2-3-2-2-1-02,JOB-2-3-2-2-1-02,JOB-2-3-2-2-1-02,2.3.2.2.1,2.3.2.2.1,CLINICAL ASPECTS OF EMS MEDICINE,,Field identification of heart failure (acute or chronic),Volume-Overload Heart Failure Pattern,second50_qi_review,20260705_second50_qi_review,90,False,voting
228,EMS2026-2-3-13-2-1-03,JOB-2-3-13-2-1-03,JOB-2-3-13-2-1-03,2.3.13.2.1,2.3.13.2.1,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Exertional heat stroke,Cool First In Exertional Heat Stroke,paramedic_next_action_50,20260706_paramedic_next_action_50,38,True,voting
229,EMS2026-1-1-2-2-09,JOB-1-1-2-2-09,JOB-1-1-2-2-09,1.1.2.2,1.1.2.2,MEDICAL OVERSIGHT OF EMS,,Mandatory reporting,Human Trafficking Training Package,second50_qi_review,20260705_second50_qi_review,91,False,voting
230,EMS2026-2-3-7-6-01,JOB-2-3-7-6-01,JOB-2-3-7-6-01,2.3.7.6,2.3.7.6,CLINICAL ASPECTS OF EMS MEDICINE,,Trauma in pregnancy,Pregnant Trauma Monitoring Destination,second50_qi_review,20260705_second50_qi_review,92,False,voting
231,EMS2026-2-2-1-6-01,JOB-2-2-1-6-01,JOB-2-2-1-6-01,2.2.1.6,2.2.1.6,CLINICAL ASPECTS OF EMS MEDICINE,,Wound care management,Open Pneumothorax Dressing Choice,second50_qi_review,20260705_second50_qi_review,93,False,voting
232,EMS2026-3-2-2-08,JOB-3-2-2-08,JOB-3-2-2-08,3.2.2,3.2.2,QUALITY MANAGEMENT AND RESEARCH,,Epidemiology,Cohort Study Direction,second50_qi_review,20260705_second50_qi_review,94,False,voting
233,EMS2026-4-1-1-1-03,JOB-4-1-1-1-03,JOB-4-1-1-1-03,4.1.1.1,4.1.1.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,IS-800,ESF 8 Scope,second50_qi_review,20260705_second50_qi_review,95,False,voting
234,EMS2026-2-3-13-4-1-03,JOB-2-3-13-4-1-03,JOB-2-3-13-4-1-03,2.3.13.4.1,2.3.13.4.1,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Initial management in water,Ventilation Priority In Drowning Arrest,paramedic_next_action_50,20260706_paramedic_next_action_50,39,True,voting
235,EMS2026-3-2-4-4-02,JOB-3-2-4-4-02,JOB-3-2-4-4-02,3.2.4.4,3.2.4.4,QUALITY MANAGEMENT AND RESEARCH,,"Reporting guidelines (e.g., PRISMA, CONSORT, STROBE)",CONSORT For Randomized Trials,second50_qi_review,20260705_second50_qi_review,96,False,voting
236,EMS2026-4-7-4-02,JOB-4-7-4-02,JOB-4-7-4-02,4.7.4,4.7.4,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,,Medical oversight models,MIH Regulation Without Stifling Innovation,second50_qi_review,20260705_second50_qi_review,97,False,voting
237,EMS2026-1-2-5-12-01,JOB-1-2-5-12-01,JOB-1-2-5-12-01,1.2.5.12,1.2.5.12,MEDICAL OVERSIGHT OF EMS,,"Airline, cruise ship, and resort medical support",In-Flight Chest Pain Coordination,second50_qi_review,20260705_second50_qi_review,98,False,voting
238,EMS2026-1-1-1-3-05,JOB-1-1-1-3-05,JOB-1-1-1-3-05,1.1.1.3,1.1.1.3,MEDICAL OVERSIGHT OF EMS,,Assessment of personnel competence and fitness for duty (initial and continued),Low-Frequency High-Risk Skill Maintenance,second50_qi_review,20260705_second50_qi_review,99,False,voting
239,EMS2026-1-1-1-3-04,JOB-1-1-1-3-04,JOB-1-1-1-3-04,1.1.1.3,1.1.1.3,MEDICAL OVERSIGHT OF EMS,,Assessment of personnel competence and fitness for duty (initial and continued),Competency Review Interval,second50_qi_review,20260705_second50_qi_review,100,False,voting
240,EMS2026-2-4-5-1-03,JOB-2-4-5-1-03,JOB-2-4-5-1-03,2.4.5.1,2.4.5.1,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Pediatric airway management,Croup Treatment Without Agitation,paramedic_next_action_50,20260706_paramedic_next_action_50,40,True,voting
241,EMS2026-4-1-7-2-2-04,JOB-4-1-7-2-2-04,JOB-4-1-7-2-2-04,4.1.7.2.2,4.1.7.2.2,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Patient reunification,Early Redundant Tracking For Family Reunification,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,1,False,voting
242,EMS2026-1-2-4-1-05,JOB-1-2-4-1-05,JOB-1-2-4-1-05,1.2.4.1,1.2.4.1,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,Response and transport vehicles,Vehicle Capability Versus Ambulance Count,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,2,False,voting
243,EMS2026-3-1-2-4-05,JOB-3-1-2-4-05,JOB-3-1-2-4-05,3.1.2.4,3.1.2.4,QUALITY MANAGEMENT AND RESEARCH,QUALITY MANAGEMENT,Just culture,Just Culture Versus Disciplinary Contamination,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,3,False,voting
244,EMS2026-4-1-6-4-04,JOB-4-1-6-4-04,JOB-4-1-6-4-04,4.1.6.4,4.1.6.4,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Regional Medical Operations Coordination Centers,Regional Resource Request Spillover,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,4,False,voting
245,EMS2026-1-4-4-4-04,JOB-1-4-4-4-04,JOB-1-4-4-4-04,1.4.4.4,1.4.4.4,MEDICAL OVERSIGHT OF EMS,EMS SYSTEM MANAGEMENT,Hospital diversion and bypass,Diversion Policy With Regional Harm Signal,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,5,False,voting
246,EMS2026-2-4-5-4-03,JOB-2-4-5-4-03,JOB-2-4-5-4-03,2.4.5.4,2.4.5.4,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Unique issues related to consent,Concerning Pediatric Refusal,paramedic_next_action_50,20260706_paramedic_next_action_50,41,True,voting
247,EMS2026-1-1-1-1-2-05,JOB-1-1-1-1-2-05,JOB-1-1-1-1-2-05,1.1.1.1.2,1.1.1.1.2,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Physician directed care by radio or phone,Online Orders Within A Written Exception Pathway,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,6,False,voting
248,EMS2026-2-3-11-5-2-02,JOB-2-3-11-5-2-02,JOB-2-3-11-5-2-02,2.3.11.5.2,2.3.11.5.2,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Standard precautions,Task-Based Personal Protective Equipment,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,7,False,voting
249,EMS2026-3-1-3-1-2-05,JOB-3-1-3-1-2-05,JOB-3-1-3-1-2-05,3.1.3.1.2,3.1.3.1.2,QUALITY MANAGEMENT AND RESEARCH,QUALITY MANAGEMENT,Graphic display tools (run chart and control chart),Control Chart Versus Run Chart After Intervention,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,8,False,voting
250,EMS2026-1-2-2-3-05,JOB-1-2-2-3-05,JOB-1-2-2-3-05,1.2.2.3,1.2.2.3,MEDICAL OVERSIGHT OF EMS,EMS SYSTEMS,Tiered response,Determinants That Matter Only If Response Changes,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,9,False,voting
251,EMS2026-4-1-2-1-05,JOB-4-1-2-1-05,JOB-4-1-2-1-05,4.1.2.1,4.1.2.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,IS-700,NIMS Component Behind The Information Failure,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,10,False,voting
252,EMS2026-2-4-5-7-03,JOB-2-4-5-7-03,JOB-2-4-5-7-03,2.4.5.7,2.4.5.7,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Safe transport of pediatric patients,Safe Pediatric Ambulance Restraint,paramedic_next_action_50,20260706_paramedic_next_action_50,42,True,voting
253,EMS2026-2-2-2-1-05,JOB-2-2-2-1-05,JOB-2-2-2-1-05,2.2.2.1,2.2.2.1,CLINICAL ASPECTS OF EMS MEDICINE,TRAUMA,"Thoracostomy (including needle, simple, or tube)",Finger Thoracostomy Program Boundaries,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,11,False,voting
254,EMS2026-2-3-12-1-2-04,JOB-2-3-12-1-2-04,JOB-2-3-12-1-2-04,2.3.12.1.2,2.3.12.1.2,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Psychosis,Psychosis De-Escalation With Safety Boundary,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,12,False,voting
255,EMS2026-2-3-5-4-01,JOB-2-3-5-4-01,JOB-2-3-5-4-01,2.3.5.4,2.3.5.4,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Insulin pumps,Insulin Pump And Route-Specific Hypoglycemia Care,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,13,False,voting
256,EMS2026-2-2-3-2-04,JOB-2-2-3-2-04,JOB-2-2-3-2-04,2.2.3.2,2.2.3.2,CLINICAL ASPECTS OF EMS MEDICINE,TRAUMA,Application of backboard as extrication device,Active Extrication Boundary For Spinal Motion Devices,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,14,False,voting
257,EMS2026-1-1-2-6-05,JOB-1-1-2-6-05,JOB-1-1-2-6-05,1.1.2.6,1.1.2.6,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Due process,Due Process Thresholds After Practice Restriction,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,15,False,voting
258,EMS2026-2-4-6-1-03,JOB-2-4-6-1-03,JOB-2-4-6-1-03,2.4.6.1,2.4.6.1,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,"Geriatric trauma (e.g., falls)",Geriatric Head Injury Undertriage,paramedic_next_action_50,20260706_paramedic_next_action_50,43,True,voting
259,EMS2026-1-1-1-1-3-04,JOB-1-1-1-1-3-04,JOB-1-1-1-1-3-04,1.1.1.1.3,1.1.1.1.3,MEDICAL OVERSIGHT OF EMS,MEDICAL OVERSIGHT,Physician directed care in person,Physician Field Supervision Without Role Confusion,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,16,False,voting
260,EMS2026-4-1-6-1-04,JOB-4-1-6-1-04,JOB-4-1-6-1-04,4.1.6.1,4.1.6.1,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Allocation of scene resources,Likelihood Of Benefit In Scarce Antidote Allocation,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,17,False,voting
261,EMS2026-2-1-2-6-02,JOB-2-1-2-6-02,JOB-2-1-2-6-02,2.1.2.6,2.1.2.6,CLINICAL ASPECTS OF EMS MEDICINE,RESUSCITATION,Control of post-tonsillectomy hemorrhage,Controlled Pressure For Post-Tonsillectomy Bleeding,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,18,False,voting
262,EMS2026-4-1-5-3-04,JOB-4-1-5-3-04,JOB-4-1-5-3-04,4.1.5.3,4.1.5.3,DISASTER MANAGEMENT AND SPECIAL OPERATIONS,DISASTER MANAGEMENT,Non-governmental agencies,NGO Mass-Care Role Versus Medical Assets,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,19,False,voting
263,EMS2026-2-3-7-1-5-01,JOB-2-3-7-1-5-01,JOB-2-3-7-1-5-01,2.3.7.1.5,2.3.7.1.5,CLINICAL ASPECTS OF EMS MEDICINE,MEDICAL EMERGENCIES,Spontaneous or threatened abortion,First-Trimester Bleeding With Shock,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,20,False,voting
264,EMS2026-2-4-6-3-04,JOB-2-4-6-3-04,JOB-2-4-6-3-04,2.4.6.3,2.4.6.3,CLINICAL ASPECTS OF EMS MEDICINE,SPECIAL CLINICAL CONSIDERATIONS,Dementia or delirium,Acute Delirium In Dementia,paramedic_next_action_50,20260706_paramedic_next_action_50,44,True,voting
265,EMS2026-3-1-3-1-1-05,JOB-3-1-3-1-1-05,JOB-3-1-3-1-1-05,3.1.3.1.1,3.1.3.1.1,QUALITY MANAGEMENT AND RESEARCH,QUALITY MANAGEMENT,Causal tools (fishbone and driver diagram),Driver Diagram Parts After Fishbone Work,uncovered50_v3_source_hardened,uncovered50_v3_source_hardened_20260705,21,False,voting
