job_id,question_id,content_id,topic,domain,original_job_status,roadmap_candidate_status,status_note
JOB-2-3-11-5-4-1-03,EMS2026-2-3-11-5-4-1-03,2.3.11.5.4.1,"Recognition of a communicable disease or biothreat (signs, symptoms, travel or exposure history)",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-1-04,EMS2026-2-3-11-5-4-1-04,2.3.11.5.4.1,"Recognition of a communicable disease or biothreat (signs, symptoms, travel or exposure history)",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-2-01,EMS2026-2-3-11-5-4-2-01,2.3.11.5.4.2,Isolation of persons who pose a communicable disease risk,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-2-02,EMS2026-2-3-11-5-4-2-02,2.3.11.5.4.2,Isolation of persons who pose a communicable disease risk,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-2-03,EMS2026-2-3-11-5-4-2-03,2.3.11.5.4.2,Isolation of persons who pose a communicable disease risk,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-2-04,EMS2026-2-3-11-5-4-2-04,2.3.11.5.4.2,Isolation of persons who pose a communicable disease risk,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-3-01,EMS2026-2-3-11-5-4-3-01,2.3.11.5.4.3,Hierarchy of controls,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-3-02,EMS2026-2-3-11-5-4-3-02,2.3.11.5.4.3,Hierarchy of controls,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-3-03,EMS2026-2-3-11-5-4-3-03,2.3.11.5.4.3,Hierarchy of controls,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-4-01,EMS2026-2-3-11-5-4-4-01,2.3.11.5.4.4,Alerting public health/receiving facility,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-5-4-4-02,EMS2026-2-3-11-5-4-4-02,2.3.11.5.4.4,Alerting public health/receiving facility,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-5-4-4-03,EMS2026-2-3-11-5-4-4-03,2.3.11.5.4.4,Alerting public health/receiving facility,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-1-01,EMS2026-2-3-11-6-1-01,2.3.11.6.1,"Health monitoring, post-exposure prophylaxis, and testing",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-1-02,EMS2026-2-3-11-6-1-02,2.3.11.6.1,"Health monitoring, post-exposure prophylaxis, and testing",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-1-03,EMS2026-2-3-11-6-1-03,2.3.11.6.1,"Health monitoring, post-exposure prophylaxis, and testing",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-1-04,EMS2026-2-3-11-6-1-04,2.3.11.6.1,"Health monitoring, post-exposure prophylaxis, and testing",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-1-05,EMS2026-2-3-11-6-1-05,2.3.11.6.1,"Health monitoring, post-exposure prophylaxis, and testing",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-6-2-01,EMS2026-2-3-11-6-2-01,2.3.11.6.2,Infection control liaison between hospital and EMS agency,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-6-2-02,EMS2026-2-3-11-6-2-02,2.3.11.6.2,Infection control liaison between hospital and EMS agency,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-6-2-03,EMS2026-2-3-11-6-2-03,2.3.11.6.2,Infection control liaison between hospital and EMS agency,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-2-04,EMS2026-2-3-11-6-2-04,2.3.11.6.2,Infection control liaison between hospital and EMS agency,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-3-01,EMS2026-2-3-11-6-3-01,2.3.11.6.3,Quarantine and isolation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-6-3-02,EMS2026-2-3-11-6-3-02,2.3.11.6.3,Quarantine and isolation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-3-03,EMS2026-2-3-11-6-3-03,2.3.11.6.3,Quarantine and isolation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-6-3-04,EMS2026-2-3-11-6-3-04,2.3.11.6.3,Quarantine and isolation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-7-01,EMS2026-2-3-11-7-01,2.3.11.7,Cleaning and disinfection of the ambulance,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-7-02,EMS2026-2-3-11-7-02,2.3.11.7,Cleaning and disinfection of the ambulance,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-7-03,EMS2026-2-3-11-7-03,2.3.11.7,Cleaning and disinfection of the ambulance,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-11-7-04,EMS2026-2-3-11-7-04,2.3.11.7,Cleaning and disinfection of the ambulance,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-11-7-05,EMS2026-2-3-11-7-05,2.3.11.7,Cleaning and disinfection of the ambulance,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-1-01,EMS2026-2-3-12-1-1-01,2.3.12.1.1,Mood disorders,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-1-02,EMS2026-2-3-12-1-1-02,2.3.12.1.1,Mood disorders,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-1-1-03,EMS2026-2-3-12-1-1-03,2.3.12.1.1,Mood disorders,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-1-04,EMS2026-2-3-12-1-1-04,2.3.12.1.1,Mood disorders,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-1-05,EMS2026-2-3-12-1-1-05,2.3.12.1.1,Mood disorders,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-2-01,EMS2026-2-3-12-1-2-01,2.3.12.1.2,Psychosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-2-02,EMS2026-2-3-12-1-2-02,2.3.12.1.2,Psychosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-1-2-03,EMS2026-2-3-12-1-2-03,2.3.12.1.2,Psychosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-2-04,EMS2026-2-3-12-1-2-04,2.3.12.1.2,Psychosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-1-2-05,EMS2026-2-3-12-1-2-05,2.3.12.1.2,Psychosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-3-01,EMS2026-2-3-12-1-3-01,2.3.12.1.3,"Anxiety, panic disorder, hyperventilation syndrome",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-3-02,EMS2026-2-3-12-1-3-02,2.3.12.1.3,"Anxiety, panic disorder, hyperventilation syndrome",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-1-3-03,EMS2026-2-3-12-1-3-03,2.3.12.1.3,"Anxiety, panic disorder, hyperventilation syndrome",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-1-3-04,EMS2026-2-3-12-1-3-04,2.3.12.1.3,"Anxiety, panic disorder, hyperventilation syndrome",CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-2-01,EMS2026-2-3-12-2-01,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-2-02,EMS2026-2-3-12-2-02,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-2-03,EMS2026-2-3-12-2-03,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-2-04,EMS2026-2-3-12-2-04,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-2-05,EMS2026-2-3-12-2-05,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-2-06,EMS2026-2-3-12-2-06,2.3.12.2,Suicidal ideation,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-1-01,EMS2026-2-3-12-3-1-01,2.3.12.3.1,De-escalation techniques,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-1-02,EMS2026-2-3-12-3-1-02,2.3.12.3.1,De-escalation techniques,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-1-03,EMS2026-2-3-12-3-1-03,2.3.12.3.1,De-escalation techniques,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-1-04,EMS2026-2-3-12-3-1-04,2.3.12.3.1,De-escalation techniques,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-3-1-05,EMS2026-2-3-12-3-1-05,2.3.12.3.1,De-escalation techniques,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-2-01,EMS2026-2-3-12-3-2-01,2.3.12.3.2,Medication management,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-2-02,EMS2026-2-3-12-3-2-02,2.3.12.3.2,Medication management,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-2-03,EMS2026-2-3-12-3-2-03,2.3.12.3.2,Medication management,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-2-04,EMS2026-2-3-12-3-2-04,2.3.12.3.2,Medication management,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-2-05,EMS2026-2-3-12-3-2-05,2.3.12.3.2,Medication management,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-3-01,EMS2026-2-3-12-3-3-01,2.3.12.3.3,Physical restraint,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-3-02,EMS2026-2-3-12-3-3-02,2.3.12.3.3,Physical restraint,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-3-03,EMS2026-2-3-12-3-3-03,2.3.12.3.3,Physical restraint,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-3-04,EMS2026-2-3-12-3-3-04,2.3.12.3.3,Physical restraint,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-4-01,EMS2026-2-3-12-3-4-01,2.3.12.3.4,Delirium with agitated behavior,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-4-02,EMS2026-2-3-12-3-4-02,2.3.12.3.4,Delirium with agitated behavior,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-12-3-4-03,EMS2026-2-3-12-3-4-03,2.3.12.3.4,Delirium with agitated behavior,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-12-3-4-04,EMS2026-2-3-12-3-4-04,2.3.12.3.4,Delirium with agitated behavior,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-1-01,EMS2026-2-3-13-1-1-01,2.3.13.1.1,Hypothermia,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-1-02,EMS2026-2-3-13-1-1-02,2.3.13.1.1,Hypothermia,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-1-1-03,EMS2026-2-3-13-1-1-03,2.3.13.1.1,Hypothermia,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-1-04,EMS2026-2-3-13-1-1-04,2.3.13.1.1,Hypothermia,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-1-05,EMS2026-2-3-13-1-1-05,2.3.13.1.1,Hypothermia,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-2-01,EMS2026-2-3-13-1-2-01,2.3.13.1.2,Localized cold injuries (e.g. frostbite),CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-1-2-02,EMS2026-2-3-13-1-2-02,2.3.13.1.2,Localized cold injuries (e.g. frostbite),CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-2-03,EMS2026-2-3-13-1-2-03,2.3.13.1.2,Localized cold injuries (e.g. frostbite),CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-2-04,EMS2026-2-3-13-1-2-04,2.3.13.1.2,Localized cold injuries (e.g. frostbite),CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-3-01,EMS2026-2-3-13-1-3-01,2.3.13.1.3,Protection from injury vs. re-warming,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-3-02,EMS2026-2-3-13-1-3-02,2.3.13.1.3,Protection from injury vs. re-warming,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-1-3-03,EMS2026-2-3-13-1-3-03,2.3.13.1.3,Protection from injury vs. re-warming,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-1-3-04,EMS2026-2-3-13-1-3-04,2.3.13.1.3,Protection from injury vs. re-warming,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-1-01,EMS2026-2-3-13-2-1-01,2.3.13.2.1,Exertional heat stroke,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-1-02,EMS2026-2-3-13-2-1-02,2.3.13.2.1,Exertional heat stroke,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-2-1-03,EMS2026-2-3-13-2-1-03,2.3.13.2.1,Exertional heat stroke,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-2-1-04,EMS2026-2-3-13-2-1-04,2.3.13.2.1,Exertional heat stroke,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-1-05,EMS2026-2-3-13-2-1-05,2.3.13.2.1,Exertional heat stroke,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-2-01,EMS2026-2-3-13-2-2-01,2.3.13.2.2,Methods to cool a patient in the field,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-2-02,EMS2026-2-3-13-2-2-02,2.3.13.2.2,Methods to cool a patient in the field,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-2-03,EMS2026-2-3-13-2-2-03,2.3.13.2.2,Methods to cool a patient in the field,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-2-2-04,EMS2026-2-3-13-2-2-04,2.3.13.2.2,Methods to cool a patient in the field,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-1-01,EMS2026-2-3-13-3-1-01,2.3.13.3.1,Protection from high altitude injury,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-1-02,EMS2026-2-3-13-3-1-02,2.3.13.3.1,Protection from high altitude injury,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-1-03,EMS2026-2-3-13-3-1-03,2.3.13.3.1,Protection from high altitude injury,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-3-1-04,EMS2026-2-3-13-3-1-04,2.3.13.3.1,Protection from high altitude injury,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-3-1-05,EMS2026-2-3-13-3-1-05,2.3.13.3.1,Protection from high altitude injury,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-2-01,EMS2026-2-3-13-3-2-01,2.3.13.3.2,Portable hyperbaric chamber,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-2-02,EMS2026-2-3-13-3-2-02,2.3.13.3.2,Portable hyperbaric chamber,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-2-03,EMS2026-2-3-13-3-2-03,2.3.13.3.2,Portable hyperbaric chamber,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-2-04,EMS2026-2-3-13-3-2-04,2.3.13.3.2,Portable hyperbaric chamber,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-3-01,EMS2026-2-3-13-3-3-01,2.3.13.3.3,Field prophylaxis and treatment,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-3-02,EMS2026-2-3-13-3-3-02,2.3.13.3.3,Field prophylaxis and treatment,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-3-3-03,EMS2026-2-3-13-3-3-03,2.3.13.3.3,Field prophylaxis and treatment,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-3-3-04,EMS2026-2-3-13-3-3-04,2.3.13.3.3,Field prophylaxis and treatment,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-1-01,EMS2026-2-3-13-4-1-01,2.3.13.4.1,Initial management in water,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-1-02,EMS2026-2-3-13-4-1-02,2.3.13.4.1,Initial management in water,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-1-03,EMS2026-2-3-13-4-1-03,2.3.13.4.1,Initial management in water,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-4-1-04,EMS2026-2-3-13-4-1-04,2.3.13.4.1,Initial management in water,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-2-01,EMS2026-2-3-13-4-2-01,2.3.13.4.2,Decompression illness,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-4-2-02,EMS2026-2-3-13-4-2-02,2.3.13.4.2,Decompression illness,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-2-03,EMS2026-2-3-13-4-2-03,2.3.13.4.2,Decompression illness,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-2-04,EMS2026-2-3-13-4-2-04,2.3.13.4.2,Decompression illness,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-3-01,EMS2026-2-3-13-4-3-01,2.3.13.4.3,Pulmonary overinflation syndromes,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-3-02,EMS2026-2-3-13-4-3-02,2.3.13.4.3,Pulmonary overinflation syndromes,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-3-03,EMS2026-2-3-13-4-3-03,2.3.13.4.3,Pulmonary overinflation syndromes,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-3-04,EMS2026-2-3-13-4-3-04,2.3.13.4.3,Pulmonary overinflation syndromes,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-4-01,EMS2026-2-3-13-4-4-01,2.3.13.4.4,Nitrogen narcosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-2-3-13-4-4-02,EMS2026-2-3-13-4-4-02,2.3.13.4.4,Nitrogen narcosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-4-03,EMS2026-2-3-13-4-4-03,2.3.13.4.4,Nitrogen narcosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-4-04,EMS2026-2-3-13-4-4-04,2.3.13.4.4,Nitrogen narcosis,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-2-3-13-4-5-01,EMS2026-2-3-13-4-5-01,2.3.13.4.5,Oxygen toxicity,CLINICAL ASPECTS OF EMS MEDICINE,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
