review_order,question_id,job_id,content_id,title,source_label,candidate_status,status_note
341,EMS2026-3-1-4-2-06,JOB-3-1-4-2-06,3.1.4.2,EMS Information-System Linkage,primary_doctrine_uncovered100,active_or_staged_candidate,
342,EMS2026-2-1-3-3-3-03,JOB-2-1-3-3-3-03,2.1.3.3.3,Pediatric IO After Failed IV Attempts,primary_doctrine_uncovered100,active_or_staged_candidate,
343,EMS2026-4-7-5-05,JOB-4-7-5-05,4.7.5,Certification Is Not An Outcome Measure,primary_doctrine_uncovered100,active_or_staged_candidate,
344,EMS2026-1-2-5-5-02,JOB-1-2-5-5-02,1.2.5.5,Volunteer System Outgrowing Capacity,primary_doctrine_uncovered100,active_or_staged_candidate,
345,EMS2026-2-3-10-1-02,JOB-2-3-10-1-02,2.3.10.1,Septic Shock Mixed Physiology,primary_doctrine_uncovered100,active_or_staged_candidate,
346,EMS2026-2-3-11-3-2-01,JOB-2-3-11-3-2-01,2.3.11.3.2,Single Suspected Smallpox Case,primary_doctrine_uncovered100,active_or_staged_candidate,
347,EMS2026-2-3-2-5-02,JOB-2-3-2-5-02,2.3.2.5,Field Tamponade Assessment,primary_doctrine_uncovered100,active_or_staged_candidate,
348,EMS2026-1-2-5-10-02,JOB-1-2-5-10-02,1.2.5.10,Tribal EMS Workload Accounting,primary_doctrine_uncovered100,active_or_staged_candidate,
349,EMS2026-3-1-5-2-02,JOB-3-1-5-2-02,3.1.5.2,Guideline Applicability Domain,primary_doctrine_uncovered100,active_or_staged_candidate,
350,EMS2026-1-4-2-3-06,JOB-1-4-2-3-06,1.4.2.3,Treat-In-Place Break-Even Analysis,primary_doctrine_uncovered100,active_or_staged_candidate,
351,EMS2026-2-3-1-4-01,JOB-2-3-1-4-01,2.3.1.4,Noninvasive Positive-Pressure Ventilation Candidate Selection,primary_doctrine_uncovered100,archived_redundant_candidate,archived_exact_duplicate_replaced_by_EMS2026-2-3-2-3-03
352,EMS2026-3-2-4-1-02,JOB-3-2-4-1-02,3.2.4.1,Cluster Randomization In EMS,primary_doctrine_uncovered100,active_or_staged_candidate,
353,EMS2026-4-6-1-06,JOB-4-6-1-06,4.6.1,Wilderness Oversight For Prolonged Field Care,primary_doctrine_uncovered100,active_or_staged_candidate,
354,EMS2026-1-3-4-1-2-01,JOB-1-3-4-1-2-01,1.3.4.1.2,Ergonomic Risk In EMS,primary_doctrine_uncovered100,active_or_staged_candidate,
355,EMS2026-4-2-2-2-05,JOB-4-2-2-2-05,4.2.2.2,Mobile Physician At Large Event,primary_doctrine_uncovered100,active_or_staged_candidate,
356,EMS2026-4-1-3-2-02,JOB-4-1-3-2-02,4.1.3.2,Escalating Beyond Local Resources,primary_doctrine_uncovered100,active_or_staged_candidate,
357,EMS2026-1-3-1-3-02,JOB-1-3-1-3-02,1.3.1.3,Competence Beyond Skill Checkoffs,primary_doctrine_uncovered100,active_or_staged_candidate,
358,EMS2026-3-2-1-3-02,JOB-3-2-1-3-02,3.2.1.3,Consent Pressure During EMS Research,primary_doctrine_uncovered100,active_or_staged_candidate,
359,EMS2026-4-1-6-5-02,JOB-4-1-6-5-02,4.1.6.5,External Clinicians At Alternate Care Sites,primary_doctrine_uncovered100,active_or_staged_candidate,
360,EMS2026-1-1-1-2-3-05,JOB-1-1-1-2-3-05,1.1.1.2.3,Safety Evidence For Nontransport Pathways,primary_doctrine_uncovered100,active_or_staged_candidate,
361,EMS2026-1-2-4-2-06,JOB-1-2-4-2-06,1.2.4.2,Licensure After National Certification,primary_doctrine_uncovered100,active_or_staged_candidate,
362,EMS2026-1-2-4-3-02,JOB-1-2-4-3-02,1.2.4.3,Choosing An EMS Delivery Model,primary_doctrine_uncovered100,active_or_staged_candidate,
363,EMS2026-2-3-11-4-2-02,JOB-2-3-11-4-2-02,2.3.11.4.2,Pandemic Threat Transition,primary_doctrine_uncovered100,active_or_staged_candidate,
364,EMS2026-1-3-4-1-1-04,JOB-1-3-4-1-1-04,1.3.4.1.1,Ryan White Act Exposure Notification,primary_doctrine_uncovered100,active_or_staged_candidate,
365,EMS2026-3-2-4-1-06,JOB-3-2-4-1-06,3.2.4.1,Multi-Arm Clinical Trial Design,primary_doctrine_uncovered100,active_or_staged_candidate,
366,EMS2026-1-3-1-2-02,JOB-1-3-1-2-02,1.3.1.2,Clinician Level And Education Scope,primary_doctrine_uncovered100,active_or_staged_candidate,
367,EMS2026-2-3-7-7-01,JOB-2-3-7-7-01,2.3.7.7,Gynecologic Complaint In A Child,primary_doctrine_uncovered100,active_or_staged_candidate,
368,EMS2026-2-3-8-2-6-02,JOB-2-3-8-2-6-02,2.3.8.2.6,Phosgene Latent Pulmonary Edema,primary_doctrine_uncovered100,active_or_staged_candidate,
369,EMS2026-2-4-5-6-01,JOB-2-4-5-6-01,2.4.5.6,Special Health Care Needs Beyond Technology,primary_doctrine_uncovered100,active_or_staged_candidate,
370,EMS2026-1-3-2-1-02,JOB-1-3-2-1-02,1.3.2.1,Adult Learner Relevance,primary_doctrine_uncovered100,active_or_staged_candidate,
371,EMS2026-4-1-3-1-03,JOB-4-1-3-1-03,4.1.3.1,When To Create An EMS Branch,primary_doctrine_uncovered100,active_or_staged_candidate,
372,EMS2026-1-2-5-1-02,JOB-1-2-5-1-02,1.2.5.1,Urban Overlap And Coordination,primary_doctrine_uncovered100,active_or_staged_candidate,
373,EMS2026-1-4-7-02,JOB-1-4-7-02,1.4.7,Telephone Advice As Navigation,primary_doctrine_uncovered100,active_or_staged_candidate,
374,EMS2026-4-1-5-4-02,JOB-4-1-5-4-02,4.1.5.4,Medical Reserve Corps Role,primary_doctrine_uncovered100,active_or_staged_candidate,
375,EMS2026-1-2-5-3-01,JOB-1-2-5-3-01,1.2.5.3,Rural Ambulance Coverage Tradeoff,primary_doctrine_uncovered100,active_or_staged_candidate,
376,EMS2026-2-3-11-4-1-01,JOB-2-3-11-4-1-01,2.3.11.4.1,Avian Influenza Exposure Context,primary_doctrine_uncovered100,active_or_staged_candidate,
377,EMS2026-2-3-1-5-01,JOB-2-3-1-5-01,2.3.1.5,Portable Ventilator Indication,primary_doctrine_uncovered100,active_or_staged_candidate,
378,EMS2026-1-4-4-2-07,JOB-1-4-4-2-07,1.4.4.2,Mass-Casualty Destination Decisions,primary_doctrine_uncovered100,active_or_staged_candidate,
379,EMS2026-1-4-2-1-04,JOB-1-4-2-1-04,1.4.2.1,Marginal Cost At Capacity,primary_doctrine_uncovered100,active_or_staged_candidate,
380,EMS2026-2-2-6-02,JOB-2-2-6-02,2.2.6,Ocular Chemical Burn Next Action,primary_doctrine_uncovered100,archived_redundant_candidate,archived_exact_duplicate_replaced_by_EMS2026-2-3-13-4-5-02
381,EMS2026-1-2-6-03,JOB-1-2-6-03,1.2.6,Communications System Mission,primary_doctrine_uncovered100,active_or_staged_candidate,
382,EMS2026-2-2-5-1-4-05,JOB-2-2-5-1-4-05,2.2.5.1.4,Open Fracture Antibiotics After Stabilization,primary_doctrine_uncovered100,active_or_staged_candidate,
383,EMS2026-2-1-2-3-03,JOB-2-1-2-3-03,2.1.2.3,Trapped Upright Airway Priority,primary_doctrine_uncovered100,active_or_staged_candidate,
384,EMS2026-1-2-5-7-01,JOB-1-2-5-7-01,1.2.5.7,Helicopter Emergency Medical Services Origins,primary_doctrine_uncovered100,active_or_staged_candidate,
385,EMS2026-1-4-8-09,JOB-1-4-8-09,1.4.8,Advocacy Framed For The Audience,primary_doctrine_uncovered100,active_or_staged_candidate,
386,EMS2026-2-3-11-6-3-01,JOB-2-3-11-6-3-01,2.3.11.6.3,Isolation Versus Quarantine,primary_doctrine_uncovered100,active_or_staged_candidate,
387,EMS2026-4-1-7-3-2-01,JOB-4-1-7-3-2-01,4.1.7.3.2,Mass-Casualty Incident Destination Distribution,primary_doctrine_uncovered100,active_or_staged_candidate,
388,EMS2026-1-2-5-2-02,JOB-1-2-5-2-02,1.2.5.2,Suburban First Response Design,primary_doctrine_uncovered100,active_or_staged_candidate,
389,EMS2026-3-1-5-1-01,JOB-3-1-5-1-01,3.1.5.1,Systematic Review Versus Narrative Review,primary_doctrine_uncovered100,active_or_staged_candidate,
390,EMS2026-2-2-5-1-4-02,JOB-2-2-5-1-4-02,2.2.5.1.4,Severe Open Fracture Antibiotic Coverage,primary_doctrine_uncovered100,active_or_staged_candidate,
391,EMS2026-1-3-4-3-08,JOB-1-3-4-3-08,1.3.4.3,Emergency Medical Services Fatigue Risk Management,primary_doctrine_uncovered100,active_or_staged_candidate,
392,EMS2026-4-7-5-02,JOB-4-7-5-02,4.7.5,Training Scope For Mobile Integrated Health Care,primary_doctrine_uncovered100,active_or_staged_candidate,
393,EMS2026-2-4-9-4-05,JOB-2-4-9-4-05,2.4.9.4,Death Notification Statement,primary_doctrine_uncovered100,active_or_staged_candidate,
394,EMS2026-2-3-3-1-1-04,JOB-2-3-3-1-1-04,2.3.3.1.1,Prehospital Large Vessel Occlusion Screen,primary_doctrine_uncovered100,active_or_staged_candidate,
395,EMS2026-2-3-12-1-2-02,JOB-2-3-12-1-2-02,2.3.12.1.2,Violence Risk In Psychosis,primary_doctrine_uncovered100,active_or_staged_candidate,
396,EMS2026-4-1-8-5-01,JOB-4-1-8-5-01,4.1.8.5,Nuclear Detonation Early Casualty Pattern,primary_doctrine_uncovered100,active_or_staged_candidate,
397,EMS2026-4-1-8-2-01,JOB-4-1-8-2-01,4.1.8.2,Overt Chemical Incident Priorities,primary_doctrine_uncovered100,active_or_staged_candidate,
398,EMS2026-2-2-6-05,JOB-2-2-6-05,2.2.6,Protruding Globe Foreign Body Next Action,primary_doctrine_uncovered100,active_or_staged_candidate,
399,EMS2026-4-1-3-2-04,JOB-4-1-3-2-04,4.1.3.2,Incident Action Plan Objective Linkage,primary_doctrine_uncovered100,active_or_staged_candidate,
400,EMS2026-1-3-1-3-05,JOB-1-3-1-3-05,1.3.1.3,Local Credentialing Beyond Psychomotor Skills,primary_doctrine_uncovered100,active_or_staged_candidate,
351,EMS2026-2-3-2-3-03,JOB-2-3-2-3-03,2.3.2.3,Hypertensive Pulmonary Edema Treatment Escalation,live400_duplicate_replacement_20260707,replacement_candidate_generated_review_pending,unused content code replacement for archived review order 351 (EMS2026-2-3-1-4-01)
380,EMS2026-2-3-13-4-5-02,JOB-2-3-13-4-5-02,2.3.13.4.5,Seizure During Deep Technical Dive,live400_duplicate_replacement_20260707,replacement_candidate_generated_review_pending,unused content code replacement for archived review order 380 (EMS2026-2-2-6-02)
